soc,r1,temp,soh
0.0,0.0084201190130972,25,1.0
0.1,0.0044102617463386,25,1.0
0.2,0.0040503780039561,25,1.0
0.3,0.0045479310583933,25,1.0
0.4,0.0038292885307057,25,1.0
0.5,0.0031935481058786,25,1.0
0.6,0.0032951699156113,25,1.0
0.7,0.0047813481467287,25,1.0
0.8,0.0035804176553625,25,1.0
0.9,0.0026910820957255,25,1.0
1.0,0.0031357077043149,25,1.0
0.0,0.0105251487663716,25,0.9
0.1,0.0055128271829233,25,0.9
0.2,0.0050629725049452,25,0.9
0.3,0.0056849138229917,25,0.9
0.4,0.0047866106633822,25,0.9
0.5,0.0039919351323483,25,0.9
0.6,0.0041189623945142,25,0.9
0.7,0.0059766851834109,25,0.9
0.8,0.0044755220692032,25,0.9
0.9,0.0033638526196569,25,0.9
1.0,0.0039196346303936,25,0.9
0.0,0.0126301785196459,25,0.8
0.1,0.006615392619508,25,0.8
0.2,0.0060755670059342,25,0.8
0.3,0.00682189658759,25,0.8
0.4,0.0057439327960586,25,0.8
0.5,0.004790322158818,25,0.8
0.6,0.004942754873417,25,0.8
0.7,0.0071720222200931,25,0.8
0.8,0.0053706264830438,25,0.8
0.9,0.0040366231435883,25,0.8
1.0,0.0047035615564723,25,0.8
0.0,0.0147352082729202,25,0.7
0.1,0.0077179580560926,25,0.7
0.2,0.0070881615069233,25,0.7
0.3,0.0079588793521884,25,0.7
0.4,0.0067012549287351,25,0.7
0.5,0.0055887091852877,25,0.7
0.6,0.0057665473523198,25,0.7
0.7,0.0083673592567753,25,0.7
0.8,0.0062657308968845,25,0.7
0.9,0.0047093936675196,25,0.7
1.0,0.0054874884825511,25,0.7
0.0,0.0168402380261945,25,0.6
0.1,0.0088205234926773,25,0.6
0.2,0.0081007560079123,25,0.6
0.3,0.0090958621167867,25,0.6
0.4,0.0076585770614115,25,0.6
0.5,0.0063870962117573,25,0.6
0.6,0.0065903398312227,25,0.6
0.7,0.0095626962934575,25,0.6
0.8,0.0071608353107251,25,0.6
0.9,0.005382164191451,25,0.6
1.0,0.0062714154086298,25,0.6
0.0,0.0414755692103534,10,1.0
0.1,0.0122380672567858,10,1.0
0.2,0.0078169820404624,10,1.0
0.3,0.0072588739508205,10,1.0
0.4,0.006143433964214,10,1.0
0.5,0.0051805790106108,10,1.0
0.6,0.0049738680850642,10,1.0
0.7,0.0066839034148054,10,1.0
0.8,0.0055329664762714,10,1.0
0.9,0.0039919845640689,10,1.0
1.0,0.004126940601793,10,1.0
0.0,0.0518444615129417,10,0.9
0.1,0.0152975840709823,10,0.9
0.2,0.009771227550578,10,0.9
0.3,0.0090735924385256,10,0.9
0.4,0.0076792924552675,10,0.9
0.5,0.0064757237632635,10,0.9
0.6,0.0062173351063302,10,0.9
0.7,0.0083548792685068,10,0.9
0.8,0.0069162080953393,10,0.9
0.9,0.0049899807050861,10,0.9
1.0,0.0051586757522412,10,0.9
0.0,0.06221335381553,10,0.8
0.1,0.0183571008851787,10,0.8
0.2,0.0117254730606936,10,0.8
0.3,0.0108883109262308,10,0.8
0.4,0.009215150946321,10,0.8
0.5,0.0077708685159162,10,0.8
0.6,0.0074608021275963,10,0.8
0.7,0.0100258551222082,10,0.8
0.8,0.0082994497144072,10,0.8
0.9,0.0059879768461033,10,0.8
1.0,0.0061904109026895,10,0.8
0.0,0.0725822461181184,10,0.7
0.1,0.0214166176993752,10,0.7
0.2,0.0136797185708092,10,0.7
0.3,0.0127030294139359,10,0.7
0.4,0.0107510094373746,10,0.7
0.5,0.0090660132685689,10,0.7
0.6,0.0087042691488624,10,0.7
0.7,0.0116968309759095,10,0.7
0.8,0.0096826913334751,10,0.7
0.9,0.0069859729871205,10,0.7
1.0,0.0072221460531377,10,0.7
0.0,0.0829511384207068,10,0.6
0.1,0.0244761345135717,10,0.6
0.2,0.0156339640809248,10,0.6
0.3,0.014517747901641,10,0.6
0.4,0.0122868679284281,10,0.6
0.5,0.0103611580212216,10,0.6
0.6,0.0099477361701284,10,0.6
0.7,0.0133678068296109,10,0.6
0.8,0.0110659329525429,10,0.6
0.9,0.0079839691281378,10,0.6
1.0,0.008253881203586,10,0.6
0.0,0.0043143875579348,40,1.0
0.1,0.0025160469241573,40,1.0
0.2,0.0025233088934441,40,1.0
0.3,0.0032014920785217,40,1.0
0.4,0.0028463150591644,40,1.0
0.5,0.0022740009110789,40,1.0
0.6,0.0023030072959573,40,1.0
0.7,0.0036398538884732,40,1.0
0.8,0.0026510678226674,40,1.0
0.9,0.0019271032648269,40,1.0
1.0,0.0024288434121174,40,1.0
0.0,0.0053929844474185,40,0.9
0.1,0.0031450586551966,40,0.9
0.2,0.0031541361168052,40,0.9
0.3,0.0040018650981521,40,0.9
0.4,0.0035578938239555,40,0.9
0.5,0.0028425011388486,40,0.9
0.6,0.0028787591199466,40,0.9
0.7,0.0045498173605915,40,0.9
0.8,0.0033138347783343,40,0.9
0.9,0.0024088790810336,40,0.9
1.0,0.0030360542651468,40,0.9
0.0,0.0064715813369021,40,0.8
0.1,0.003774070386236,40,0.8
0.2,0.0037849633401662,40,0.8
0.3,0.0048022381177825,40,0.8
0.4,0.0042694725887466,40,0.8
0.5,0.0034110013666184,40,0.8
0.6,0.003454510943936,40,0.8
0.7,0.0054597808327098,40,0.8
0.8,0.0039766017340012,40,0.8
0.9,0.0028906548972404,40,0.8
1.0,0.0036432651181762,40,0.8
0.0,0.0075501782263859,40,0.7
0.1,0.0044030821172753,40,0.7
0.2,0.0044157905635273,40,0.7
0.3,0.0056026111374129,40,0.7
0.4,0.0049810513535377,40,0.7
0.5,0.0039795015943881,40,0.7
0.6,0.0040302627679253,40,0.7
0.7,0.0063697443048281,40,0.7
0.8,0.0046393686896681,40,0.7
0.9,0.0033724307134471,40,0.7
1.0,0.0042504759712055,40,0.7
0.0,0.0086287751158696,40,0.6
0.1,0.0050320938483146,40,0.6
0.2,0.0050466177868883,40,0.6
0.3,0.0064029841570434,40,0.6
0.4,0.0056926301183288,40,0.6
0.5,0.0045480018221579,40,0.6
0.6,0.0046060145919147,40,0.6
0.7,0.0072797077769464,40,0.6
0.8,0.0053021356453349,40,0.6
0.9,0.0038542065296538,40,0.6
1.0,0.0048576868242349,40,0.6
